render_id,canonical_name,category,category_code,policy,original_v5_shift,candidate_shift,difference_from_v5,face_x_after,face_safe,new_edge_clipping,has_new_edge_clipping,tracking_confidence
c140,舒格,G 强非对称姿势 (舒格),G,E,67.72,46.78,-20.94,806.78,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.6203
c400,吉尔提,G 强非对称姿势 (吉尔提),G,A,130.62,0.0,-130.62,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.933
c400,吉尔提,G 强非对称姿势 (吉尔提),G,B,130.62,130.62,0.0,890.62,True,"{'left': False, 'top': False, 'right': True, 'bottom': False}",True,0.933
c400,吉尔提,G 强非对称姿势 (吉尔提),G,C,130.62,40.0,-90.62,800.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.933
c400,吉尔提,G 强非对称姿势 (吉尔提),G,D,130.62,32.0,-98.62,792.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.933
c400,吉尔提,G 强非对称姿势 (吉尔提),G,E,130.62,47.99,-82.63,807.99,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.933
c010_03,拉毗,H costume variants (拉毗·经典假期),H,A,-19.71,0.0,19.71,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9809
c010_03,拉毗,H costume variants (拉毗·经典假期),H,B,-19.71,-19.71,0.0,740.29,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9809
c010_03,拉毗,H costume variants (拉毗·经典假期),H,C,-19.71,-19.71,0.0,740.29,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9809
c010_03,拉毗,H costume variants (拉毗·经典假期),H,D,-19.71,-19.64,0.07,740.36,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9809
c010_03,拉毗,H costume variants (拉毗·经典假期),H,E,-19.71,-19.71,0.0,740.29,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9809
c017,阿妮斯：超级巨星,H costume variants (阿妮斯：超级巨星),H,A,21.8,0.0,-21.8,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9716
c017,阿妮斯：超级巨星,H costume variants (阿妮斯：超级巨星),H,B,21.8,21.8,0.0,781.8,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9716
c017,阿妮斯：超级巨星,H costume variants (阿妮斯：超级巨星),H,C,21.8,21.8,-0.0,781.8,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9716
c017,阿妮斯：超级巨星,H costume variants (阿妮斯：超级巨星),H,D,21.8,21.56,-0.24,781.56,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9716
c017,阿妮斯：超级巨星,H costume variants (阿妮斯：超级巨星),H,E,21.8,21.8,0.0,781.8,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.9716
c224,白雪公主：纯真年代,H costume variants (白雪公主：纯真年代),H,A,0.0,0.0,0.0,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.1961
c224,白雪公主：纯真年代,H costume variants (白雪公主：纯真年代),H,B,0.0,0.0,0.0,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.1961
c224,白雪公主：纯真年代,H costume variants (白雪公主：纯真年代),H,C,0.0,0.0,0.0,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.1961
c224,白雪公主：纯真年代,H costume variants (白雪公主：纯真年代),H,D,0.0,0.0,0.0,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.1961
c224,白雪公主：纯真年代,H costume variants (白雪公主：纯真年代),H,E,0.0,0.0,0.0,760.0,True,"{'left': False, 'top': False, 'right': False, 'bottom': False}",False,0.1961
